,id,review,label
0,5423517,화려|한|영상|재밌|는|음악|때문|에|젤|좋|아|하|는|영화|가|됐|음,1
1,8877056,"전혀|긴장감|없|고|연기|는|어설프|고|,|,|엉성|하|게|따라|하|다|끝난|기분|,|,|배우|가|아깝|다|.",0
2,8191215,이미|많이|본|듯|한|소재|마스터즈|오브|호러|에|도|비슷|한|애|피|가|있|었|지|공포|소재|라|잔인|한|게|있|긴|했|지만,0
3,10056843,OST|부터|스토리|그리고|영상미|까지|다|좋|다,1
4,6208328,이걸|왜|봤|짘ㅋㅋ|도라에몽|극장판|재밌|다고|하|는|사람|들|정말|이해|가|않|되|ㅋㅋㅋ,0
5,4784148,나쁜|이|아니|라|불량|한|쓰레기|영화|일|뿐|이|다,0
6,8501010,엑소|짱짱|맨|완|젼|귀여|밍|ㅎ|엑소|는|진짜|예능|프로그램|에|나가|도|될|듯|?|ㅎ|이|프로그램|에서|새로운|모습|을|많이|본|것|같|넹|ㅎ|아무튼|!|!|더|열심|이|활동|하|시|길|.,1
7,9554732,넌|끝장|이|다|터미네이터|!,1
8,7876368,쩝|.|..,0
9,9704246,진부|한|스토리|지만|못난|수컷|을|절절|하|게|표현|한|임창정|신들린|연기|에|9|점|!|!,1
10,10051606,처음|으로|영화|를|보|며|공감|의|눈물|을|흘렸|다,1
11,9822982,점수|가|영화|에|비해|너무|낮|아서|별|좀|주|고|감|.|순수|의|시대|랑|비슷|한|평점|이|던데|비교|가|안|된다|.|청불|사극|중|베스트|에|드|는|영화|.,1
12,4410520,에이브릴|라빈|에|낚였|눼|ㅋ,0
13,6887996,"안|잤|어|,|난|안|잤|다구|!|!|와하하",0
14,436546,보|다가|지루|해서|.|..|30|분|보|면|끝|이|다|보이|는|영화,0
15,8165557,괜찬은|영화|라|생각|하|고|보|면|오산|입니다|.|낚였|다|.|...,1
16,8189086,밑|도|끝|도|없|네|.|..|3|류|가|그렇|듯|스토리|부재|.|..,0
17,9289180,배우|연기|좋|고|음악|좋|고|영화|는|쓰레기|다|.|기분|만|더럽|고|허무|한|엔딩|으로|메세지|가|없|다|.,0
18,9341201,내|가|티비|를|보|며|왜|이렇게|불쾌|해야|하나|이해|조차|안|가|던|혐오|스러운|절|도|6|화|.|4|회|부터|망|시즌|느낌|이|올|때|걍|때려쳤|어야|되|는데|뭐|하|러|두|번|을|더|봐서|발암|했을까|ㅜㅜ,0
19,7162524,재미있|었|어요|.|학원|에서|보|았|는데|즐거웠|어요|!,1
20,10102166,감동|적|이|고|좋|은|영환데|평점|이|너무|낮|아서|평점|입력|중,1
21,4916398,말|이|필요|없|네요,1
22,2056963,재미없|어,0
23,10124637,감독|이|얼마나|중요|한가|를|보여|주|는|영화|.|..|장르|를|바꿔|버린|대단|한|능력|.|.,0
24,9431078,훈훈|한|만남|.|.|.|가슴|따|듯|ㅈ|해짐,1
25,9582419,공포|영화|잘|보|는데|이건|무서웠|다고|드립|치|지|마|라|.|.|그건|그냥|못|보|는|거|다|.|여|튼|정의|는|승|★|리|★|한|★|다|ㅋㅋ|ㅋㅋ|주인공|이|못|돼|처먹|어서|전혀|이입|이|안|됐|지만|통쾌|한|맛|은|있|으므로|제|점수|는|요|.|..,0
26,9718024,참|편해|고|촣습니다|…|쵸|고|~~~,1
27,9647509,소|시민|한테|는|정부|가|괴물|이|아닐까|?,1
28,10122493,마초|를|위한|마초|b|급|영하,0
29,8679363,화끈|한|액션|신|이|어색|하|지|않|고|정말|최고|~,1
30,7750892,진짜|존나|웃겨|디|짐,0
31,10017080,ㅎㅎㅎ|김태희|는|얼굴|말|곤|볼꺼|없|는|듯|.|..|연기|에|내세우|지|말|길|.|.|영화|가|이래저래|별로|이|다|.|..,0
32,4048417,진정|한|자유|교육|에|대해|생각|해|보|게|하|였|다|.|정말|감동,1
33,6244785,골든|라즈베리|상|을|괜히|받|은|게|아냐|정말|부담|스럽|고|짜증|만|잔뜩|유발|하|는|영화,0
34,10214686,자연|은|어머니|만큼|위대|하|다|.,1
35,9731076,"배우|들|연기|는|좋|으나|내용|이|별로|고|,|특히|정유미|대사|는|오|글|거려서|못|듣|겠|다",0
36,9240288,안녕|하|세요|나온|학생|이|다시|나오|고|지방방송|및|타|방송|에서|소개|된|사람|재탕|하|는|건|.|..|소재|가|떨어지|니|재미있|을|리|가|?|??,0
37,5975302,주인공|여자|애|의|무술|실력|이|탁월|하|다|.|마지막|상처|부위|손가락|눌러|찌르|기|가|압권,1
38,8072377,인간|적|으로|평점|너무|낮|다|.|.|이건|아니|지|.|.,1
39,7510862,"등장인물|들|의|사연|을|수다|스럽|게|일일히|나열|하|지|않|지만|이대로|도|충분|한|,|아니|벅찬|!",1
40,200361,뭔가|로맨틱|할|거|같|다고|생각|해서|본다면|;;|no|~,0
41,8947133,꼭|보|셈|~|후회|없|음|~|좋|은|영화|임,1
42,8864888,1|기|총|편집|이|라서|좀|아쉽|지만|그래도|역시|중|2|병|은|언제나|다시|봐도|꿀|잼|!|!|그리고|릿|카도|언제나|봐도|역시|카와이|네|ㅋㅋ,1
43,1420278,여배우|하나|로|는|부족|한|.|..|삼류|배우|였음을|제작자|가|인정|한|.|..,0
44,7214631,재미|더럽|게|없|네|2|점|부터|점수|준거|매미|OO,0
45,3318018,그냥|그저|그런|영화,0
46,5190912,김태균|감독|님|드라마|장르|는|대단|하|신데|이쪽|장르|는|자제|하|셔야|할|듯,0
47,3972984,스릴러|처럼|재미있|어서|계속|봤|는데|끝|이|좀|뜻|뜨|미지근|.|..|그래도|볼|만|함|.|.,0
48,5317854,여타|의|스포츠|영화|의|뻔한|감동|을|추구|하|지|않|는|시도|는|좋|았|으나,0
49,3180161,절대|아동|절대|아동|15|세|이상|관람|금지,0
50,208562,'|무의미|'|한|사건|의|나열|.,0
51,4727746,스릴|도|공포|도|아닌|어중간|함|에|경계,0
52,8938093,최악|.|액션|코스프레|해놨|지만|드라마|같|은|분위기|공감|도|안|되|고|내용|도|부족|허술,0
53,4660060,킬리언|머피|의|연기력|!|!,1
54,8108005,드라마|잘|안|보|는데|이건|정말|재미있|게|봤|어요,1
55,1110995,전편|에|만족|해야|했|다|.|싱거운|스토리|와|결말|은|.|...|그|만,0
56,6252399,철들|자|터지|는|운|빨,0
57,9232185,진짜|재미|더럽|게|없|다|기분|만|더러운|영화,0
58,8177700,고등학생|때|이|영화|를|보|고|너무|감명|받|은|나머지|해군|을|갔|지|.|그러나|전역|후|다시|보|았|을|때|도|느낌|은|사뭇|다르|다|.,1
59,1365321,재미없|습니다,0
60,9367951,신선|한|요리|레시피|도|알려|주|셔서|재밌|게|보|고|따라도|할|수|있|어서|좋|네영,1
61,10202590,"거품|이|좀|낀|영화|,|평점|조절|위|에서|나왔|습니다|.",0
62,9317386,일본|계|판타지|들|은|신비|하|다기|보단|괴상|한|느낌|이|.|..,0
63,9555532,"허|.|...|진심|,|못|해도|8|.|5|는|넘|을|거|라고|생각|하|고|들어왔|는데|왜|이래|ㅋ|끝|까지|봐도|절대|후회|없|을|거|임",1
64,9228230,아이|들|의|대통령|엄청|좋|아|했|어요,1
65,5667393,나|를|로그인|하|게|만든|영화|.|..|에|어|리언|안|나옵니다|.|.,0
66,9811953,"지겹|고|,|액션|굼뜨|고|,|어디|퀵|앤|데드|같|은|서부|영화|없|나",0
67,6215574,완전|재미|있|어요|.|.,1
68,6299487,음|기대|는|그렇게|한|거|같|진|않|은데|.|...|좀|.|..|실망|이|네요|역시|뭐|든지|원|이|잼|씀|ㅇㅇ,0
69,4812817,할아버지|멋진데|!|!,1
70,8266533,아버지|와|아들|의|마지막|회상|장면|에서|눈물|이|흘렀|다|.|..|너무|가슴|아프|며|재밌|었|다|.|..|ㅠㅠ,1
71,7599521,이효리|최고|♥♥♥♥♥,1
72,8566108,제발|후속|극장판|좀|ㅜㅠ,1
73,6317730,최악|의|드라마|.|그나마|성|율|.|이상우|땜|에|봤|지만|앞|으로|이|작가|의|드라마|는|절대|안|볼|듯|.,0
74,8269290,시대|를|타|지|않|는|퍼펙트|영화,1
75,9179416,로빈|윌리엄스|가|그립|다|.|앤드류|의|따스|한|웃음|이|계속|아른거린다,1
76,1369626,솔직히|재미없|드라|;;,0
77,9551388,"B|급|과하|게|피|많이|튀기|는|영화|.|연기|,|스토리|,|구성|,|편집|전부|조금|씩|어수룩|함|.",0
78,4975733,"""|우리|가|포기|한|곳|에|여전|한|""""|그|""""|의|사랑|과|놓|치|않|는|시선|을|느낄|수|있|었|어요|.|""",1
79,3098716,몇|번|더|보|면|나|까지|비|정상|이|될|거|같|다,0
80,3517304,성룡|을|존경|한다|.|성룡|만세|다|.,1
81,10254742,전체|적|인|스토리|는|좋|은데|연출|이|진짜|별로|다|.|...|못|알|아|먹|는|말|이|라|연기|잘|하|는|줄|은|모르|겟|다|연기|좋|다는|애|들|은|중국어|잘|하나|보다|ㅋㅋㅋ|글고|마지막|샤오|머리|에|총|맞|은|거|아님|?|뭐|그리|오래|살|아|잇|음|?|첸|볼|꼬집|고|머리|에|총|겨눌|때|압권|ㅋㅋㅋ,0
82,8591643,뭘|말|하|려는지|는|알|겠|지만|해도|해도|너무|한다,0
83,9085657,뭐|야|평점|왜|이래|?|?|보|고|싶|어|진다|대체|어떻|길래|ㅋㅋ|ㅋㅋ|일단|선|1|점|후감|상|ㄱ|ㄱ,0
84,80188,진주|만|공격|이후|벌어지|는|미국|과|일본|간|의|태평양|전쟁|에서|의|해전|을|다룬,1
85,8369152,영화|와|회화|와|소설|의|모호|한|경계|.|작위|적|이|고|지루|하|다|.,0
86,9656376,올해|로|이|영화|나온|지|20|년|이|되|었|네|.|오늘|다시|봤|는데|시대|의|간극|을|느낄|수|없|었|다|.|전혀|.|정말|놀랍|다|.|..|왕가위|감독|은|대체로|사랑|의|고독|과|쓸쓸|함|을|너무나|도|아름답|고|몽환|적|인|이미지|로|잘|표현|하|는|것|같|다|.|우리|나라|에서|도|이런|감독|이|있|었|으면|.|..,1
87,10163652,구시대|의|유물|을|광내|고|기름|칠|한|결과|21|세기|영화|와|의|비교|보다|는|20|세기|영화|와|의|비교|가|올바른|비교,0
88,9832548,땅콩|을|쏴라|였|으면|더|재미있|었|겠|네,0
89,6465032,맨날|보|면|소리지르|면서|끝나|ㅋㅋ|ㅋㅋ|맨날|똑같|은|엔딩|노래|ㅋㅋ|복수|는|언제|쯤|?|OO|처럼|맨날|당하|기|만|하|고|아오|ㅋㅋ,0
90,4455987,너무|지루|하|고|.|.|스토리|도|엉성|.|동화|를|영화|화|했|다는|점|에서|만|볼|만|함|.,0
91,9578311,아|.|..|일|점|도|아깝|따|.|..|영화|보|면서|내내|욕함|.|..|마동석|아저씨|가|불쌍|타|.|..,0
92,8883482,"1997|년|에|는|모르|겠|지만|.|.|2014|년|지금|보|기|엔|그냥|졸작|일|뿐|.|재미|도|없|고|,|감동|도|없|다|.",0
93,10264205,희대|의|쓰레기|영화|이렇게|못|만들|고|싶|어도|못|만든|다|.,0
94,9799585,"각각|뭔가|새로운|것|들|로|많이|담겨|있|어서|개인|적|으로|는|굉장히|재미있|었|다|.|특히|당구공|하|고|로봇|이야기|는|장편|으로|나왔|으면|.|.|ㅠㅠ|국내|에|는|이런|영화|를|찾아보|기|가|힘든데|,|이|영화|가|잘|되|었|으면|새로운|길|을|여|는|영화|가|되|었|을|텐데|안타깝|다|.",1
95,6090387,"오작교|기달리|는|주말|,|주일|이|넘|좋|았|는데|넘|아쉽|다|ㅠ",1
96,5600547,코미디|?|?|농담|아니|고|어떠|한|씬|에서|도|웃|은|적|없|었|다|.|.,0
97,8564305,혹시|쥬만지|는|아니|겠|지|?|??,0
98,7511552,굿,1
99,9708290,너무|너무|재미|있|게|봤|어요|.,1
100,7964725,좋|은|이야기|야|좋|은|사람|들|이|만든|영화|그것|만|으로|도|뜻깊|은|이야기|.|.,1
101,230566,0|점|이|있|다면|.|..,0
102,8789104,영화|볼|만|한|거|없|을까|인터넷|OO|보다|본|영화|.|반전|있|다고|해서|봤|는데|.|보|는|내내|영화|가|잔인|하|면서|도|심장|쫄|림|;;|게다가|영화|보|면서|이|영화|에|반전|있|다는데|있|을|법|한|반전|이|없|는|같|은|데|하|고|봤|는데|.|이런|반|전이|!|!|재미있|게|봤|다|정말로|!|생각|도|못한|반|전이|였|음|.|.,1
103,7315661,재미없|다|.|.|1|점|준거|중|한국|영화|는|죄다|10|점|준|매미|OO|있|네,0
104,9991633,시간|이|아까운|영화|/|초딩|들|도|유치|해|할|만|한|영화|/|별|1|개|도|아까운|영화|/|영화|라|부르|기|도|민망|한|.|...|영|와|!|!!,0
105,8517600,최고|.|단순|로맨스|영화|라고|만|은|볼|수|없|다|마지막|leave|me|alone|forever|라는|말|의|정확|한|의미|가|궁금|하|다|.|.|너무나|hate|하|게|되|어서|일까,1
106,9087114,아무리|영화|가|재미없|어도|왠만|하|면|잠자|진|않|는데|이|영화|는|도저히|버틸|수|가|없|다|.|몇|번|을|도전|해도|실패|.|이렇게|재미없|는|영화|는|내|평생|다시|볼|수|없|을|것|같|다|.,0
107,5494027,이소룡|만큼|대단|한|동양|의|액션|스타|가|또|나올|수|있|을까|?|최고|임|!,1
108,5477097,별|기대|도|없이|봤|는데|도|날|만족|시키|지|못한|영화|ㅠㅠ하이틴원래유치하지만이건너무ㅠㅠ,0
109,9405304,네비|랑|첫|사랑|이랑|동일|인물|이|아니|라는|건|아쉽|지만|그래도|재밌|게|봤|습니다|.|그리고|너무|짧|아요|ㅠㅠ,1
110,3359041,정말|재미있|습니다|ㅎ|계속|봐도|질리|지|않|는|코미디|영화|ㅎ,1
111,9845396,이거|완전|OOO|네|.|ㅋㅋ,0
112,8915020,두|번|이상|봐야|이해|하|면서|아|ㅡ재밌구나하실거에요,1
113,1426066,다른|쓰레기|호러|물|처럼|시리즈|가|안|된|걸로|도|감사|한다|.,0
114,9480004,영화|볼|겁니다|이거|예약|하|는|겁니다|딱히|방도|가|없|어서,1
115,6246373,벌써|세|번|째|본|절정|.|dvd|로|만들|어|팔|았|음|좋|겠|는데|.|.|볼|때|마다|먹먹해|지|는|기분|.,1
116,9405373,잔인|하|기|도|하|고|무서웠|어요|ㅠ탑은|멋있|더라구요|~~,0
117,9733931,이건|잼|있|게|본|영화|.|하정우|최민식|멋지|네,1
118,148138,좋|습니다|~|여러|번|봤|는데|경관|도|좋|고|내용|이|가슴|찡|합니다,1
119,7688973,연|걸|형|님|ㅠㅠㅠ|짱|!|!!,1
120,7983952,나이트|윙|슈트|에|OOO|는|왜|달려|잇|는데,0
121,9452222,캐치온|에서|봤|음|ㅋ|재밌|음,1
122,9355484,"내|가|씬|시티|1|에서|영상|만|본|것|처럼|이|영화|도|호불호|가|갈릴|듯|.|계속|된|긴장감|과|만화|적|인|캐릭터|표현|,|기획|에|맞|는|연출|과|스토리|다|좋|았|다|.|6|점|대|는|오바|고|8|점|은|줘야|함|.",1
123,858775,저기|이거|구하|는|방법|좀|.|...,1
124,475516,"막막|.|하지만|,|그것|도|사랑|.",1
125,1647384,보|긴|보|았|는데|기억|에|남|지|않|는다,0
126,8749656,친구|집|앞|에서|매일|놀|자고|서성이|던|그|때|.|.|학교|운동장|에서|매일|같이|뛰어놀|던|그|시간|.|.|동산|위|에|올라가|던|시절|.|.|너무나|그립|다|.|스마트폰|이|생긴|지금|현재|아이|들|에게|그런|추억|이|있|을까|.|.|때론|아날로그|시절|로|돌아가|고|싶|다,1
127,9296086,고양이|는|있|다|참|재밌|습니다|150|부작|까지|가|주|세요,1
128,8203686,ㅅ|ㅂ|다|봤|다|.|.|힘들|었|다|.|.|개|유치|함|.|.|홍수아|서지석|때문|에|봤|다|.|.|세상|에|나|.|.|배우|값|을|못|한|삼류|영화|.|.|뭔|내용|이|이래|.|.|진짜|작가|제작자|샹|.|.|감독|은|감독|생활|오점|이|다|.|.|차라리|유명|에로|가|낮|지|.|.|홍수아|.|.|오빠|가|1|점|밖에|못|준다|.|.,0
129,9120194,"각|사람|들|의|추악|한|꼴|을|보여줌|으로써|제목|과|같이|짐승|의|끝|을|보여|주|고|,|한국|적|인|고립|된|풍경|분위기|다|좋|았|으나|세상|에서|가장|답답|하|고|짜증|나|고|무식|한|여주인공|때문|에|보|는|내내|짜증",0
130,5185447,프랑스|영화|는|역시|쓰레기,0
131,6145213,이걸|영화|라고|만드|냐|?|??,0
132,3176232,내|인생|을|돌아보|는|기회|가|되|었|다,1
133,2718943,재미있|던데|.|........|어릴|떄|진짜|재밌|게|봤|다|.|.,1
134,4693980,오늘|첫|방송|보|다|말|았|어요|.|.....,1
135,9500893,이|영화|수입|해서|이름|개|같이|붙인|회사|(|주|)|케이알|씨|지|가|진정|한|좀비|OOO|영화사|.|좀|비|만|도|못한|말|종|들,0
136,3547022,작살|이|다|.|끝내|준다|영화|가|.|와|.|..,1
137,9766386,"뻔한|가족|애|,|뻔한|결말|.|종합|격투기|장면|도|그저|그렇|다|.",0
138,3853469,진짜|너무|좋|다|.|..|이|영화,1
139,2322908,노튼|때문|에|하나|더|준다|.|.|와|진짜|.|.,0
140,4826907,시원시원|한|액션|~|잼|있|어요|^^,1
141,532611,동물|을|의인|화|한|상상력|이|좋|다,1
142,9134299,강원도|의|힘|은|설악산|에서|나온다|.,1
143,3649375,사랑|의|본질|은|결코|하나|가|아니|라는|것,1
144,4088324,정말|소름|끼칠|정도|로|멋진|나|나|.|재밌|어서|끝|나가|는|게|아쉬웠|다|.,1
145,8780374,솔직히|너무|고평|가|된|게|아닌가|싶|네요|1|점|대|로|떨어져야|되|는|작품|입니다,0
146,9760985,조금|지루|하|고|내용|도|허술|했|음,0
147,9755387,긴장감|도|전혀|없|고|몰입|도|최악|평점|에|낚였|다,0
148,9907299,좋|은|영화|.|마음|을|열|고|즐기|자|.,1
149,9552252,인생|영화|ㅠㅠㅠㅠ굳|장|르노|때문|에|봤|는데|보|는|내내|흐뭇|했|음,1
150,9492005,니|네|가|막대|하|는|팬|들|이|니|네|시청|자|야|가위|바이|보로|순서|?|하|참|웃겨서|ㅋ,0
151,10183906,최고|다|정말|말|이|필요|없|는|.|..,1
152,3351074,제일|재미있|엇|던|판타지|영화|들|을|제끼|고|내|기억|속|에|1|위|로|머무를|그런|영화|.,1
153,2598906,고질라|는|미국|껀|데,0
154,8647340,무슨|생각|이|었|을까|ㄹ|ㄹ,0
155,8211636,이|계절|에|딱|맞|는|영화|다,1
156,9718777,노|잼|노|잼|노|잼|노|잼|노|잼,0
157,3338093,OOO|쥐새끼|.|..|세|살|짜리|도|보|고|비웃|을|영화|구만,0
158,8867305,명작|이|다|그런데|흥행|만|원하|는|우리|나라|에서|는|각광|받|지|못했|다,1
159,4809323,어이없|는|순간순간|이|아쉽|다,0
160,108832,허|~~|이것|도|영화|야|?|?,0
161,9383134,"스토리|이상|함|,|앤|딩|이상|함|,|주연|보다|조연|이|더|연기|잘|함|.|..|불륜|을|아름답|게|포장|하|고|싶|었|던|거|같|은데|상처|받|은|가족|은|안중|에|도|없|고|이기|적|임",0
162,7077138,진짜|너무|너무|잼|있|어요,1
163,9849994,평점|보|고|갔다왔|는데|정말|재밌|네요|.|10|점|줄|만|한|것|같|습니다|.|다운|받|아서라도|꼭|보|세요|.|여럿|이|서|함께|볼수록|더|재밌|는|것|같|습니다|.|높|은|평점|이|나오|는|이유|가|있|네요|.,1
164,6347119,정말|골|때리|는|영화,1
165,8376738,수술|후|붓|기|도|안|빠진|여배우|를|;;,0
166,9979044,노|잼|노|잼|뭔|십자|야|OOO|재미|도|없|는|거,0
167,149442,왜|흥행|에|실패|했|는지|알|겠|네요|.,0
168,8142479,"마지막|에|괜찮|은|반전|이|있|지만|,|단순|한|소재|를|가지|고|러닝|타임|을|채우|기|위해|질질|끈다|.",0
169,8219421,이해|가|안|되|고|난해|한|작품|.|...|차라리|소설|을|봐야|이해|를|할|거|같|다|.|.|세|번|째|작품|이|그나마|재밌|고|신선|했|다|.,0
170,10011884,등장인물|들|이|매우|아깝|다|.|무슨|얘길|하|고|싶|은|건지|도대체|.,0
171,7684585,재밌|는데|.|.,1
172,3634150,정말|재미|없|다|.|야한|장면|이|라도|많이|나왔|으면|10|점|줄|껀|데|옛|다|1|점|.|.,0
173,8770761,올해|25|살|입니다만|그동안|관심없|던|언론|들|의|행태|를|이번|영화|를|다|보|고|나오|니|왜|이|지경|까지|왔|는가|잘|알|수|있|었|습니다|.|저|처럼|언론|에|관심|이|없|던|사람|들|이|보|면|참|좋|은|영화|같|더군요|추천|드립니다|!,1
174,8671877,김혜나|가슴|좀|화끈|하|게|보여|줬|으면|괜찮|았|을|텐데,0
175,8741773,이동욱|눈빛|짱|~~|눈|만|보|면|완전|몰입|됨,1
176,2720504,드니로|.|..|누가|거절|할|수|없|는|제안|을|한|겁니까|?,0
177,8848295,강제|징집|되|어|광훈|은|천|태웅|을|만난|것|이|천운|이|었|다|.|마지막|장면|를|보|고|나|도|모르|게|눈물|이|흘렀|다|.|그|당시|에|광주|민중|항쟁|지나|고|학생|들|은|정부|의|진실|왜곡|을|밝히|고자|최루탄|콧물|지겹|도록|흘렸|는데|!,1
178,6559649,한국|에|이런|영화|가|나왔었|다니|.|개봉|당시|에|너무|묻혀|버려서|안타깝|다|.,1
179,8974221,진심|.|.|이거|보|고|웃|는|사람|있|음|?|처음|에|조금|보다|껐|다|코미디|영화|를|이렇게|진지|하|고|심각|하|게|본|적|처음|이|다,0
180,796517,"완벽|한|영상|,|음악|.|멋졌|지만|.|..|이|사랑|.|대체|이해|가|가질|않|는다",0
181,7080794,짜증|난다,0
182,1413694,그저|그런|애니메이션|.|..|그저|그런|재미|.|..,0
183,3528071,진짜|이거|찍|은|필름|값|이|아|깜|다|.|..,0
184,443906,"말|그대로|,|에시드|하우스",1
185,9804178,재난|영화|인지|범죄|영화|인지|영웅|물|인지|중심|이|안|잡혀|있|다,0
186,8046332,우디|앨|련|영화|라|기대|안|했|지만|.|..|산만|하|고|몰입|안|되|게|만드|는|능력|도|능력|이|랄까|.|..|쟁쟁|한|배우|들|을|끌어들였|지만|건질|건|없|는|영화|.,0
187,7008860,하잘것없|다|ㅉㅉ,0
188,7648358,우|앙|티비|에서|하|길래|봤|는데|졸|잼|이|당|.|..|아|담주|에|은위|보|기|로|했|는데|이거|만큼|액션|쩔|려나|.|.,1
189,3025997,나이|가|먹|어|갈수록|아름다운|배우|.|.|장만옥|정말|대단|.|.,1
190,10128737,이거|보|고|평점|9|점|이상|안|주|는|사람|은|영화|볼|줄|모르|는|듯,1
191,255561,서기|와|장국영|이|둘|다|나온다|길|랭|봤|더니만|.|.|천박|한|영화|다|.,0
192,1157132,시걸|이|주연|인데|기대|한|내|가|바보|지,0
193,7007575,"뜨겁|고|씁쓸|한|,|그러나|슬프|지|는|않|은|이야기|.",1
194,7400390,화질|도|별로|고|캐릭터|도|별로|고|내용|도|별로|다|내용|은|단|한|가지|!|!|꿈|가지|고|살아라|가|전부|다,0
195,7327632,"태어나|서|별점|처음|써본다|이런|게|스릴러|지|!|!|유해진|,|진구|씨|연기|쩔|어|~~~~~~~~~|왜|이제|봤|을까|너무|재밌|음",1
